ID,hora_reg_norm,dia_reg,medio_contacto_grupo,tipo_mail_rango,ingreso_propio_norm,edad_norm,sexo,nivel_estudios,Estado,destino,act_eco,ing_cuota_pf_rv,cuota_mensual_fijos,cuota_mensual_revolventes,hist_suf_pf_norm,hist_suf_rv_norm,bc_score_norm,icc_norm,monto_prom_norm,porc_deuda_12m_norm,porc_fijos_norm,porc_saldo_fijos_norm,pagos_suf_limite_norm,pagos_suf_limite_RV_norm,creditos_general_norm,creditos_general_ab_norm,creditos_recientes_norm,Saldo_Vencido_act_norm,Saldo_Actual_PF_norm,Saldo_Actual_RV_norm,porc_deuda_rev_norm,pagos_suf_limite_PF_norm,porc_mop_1_norm,ind_mop_4_9_norm,mop_max_act_norm,BANCO_HIP,BANCO_RV,BANCO_PF,AUTO,TIENDA_COMERCIAL,FINANCIERA,MICROFINANCIERA,COMUNICACIONES,con_2m_norm,BURO_DE_CREDITO_C,BANCO_C,SIC_C,FINANCIERA_C,CONSUMIDOR_FINAL_C,MICROFINANCIERA_C,TIENDA_COMERCIAL_C,BANCOS_C
265622,0.478260869565217,4,El Mejor Trato,correo_otro,0.464285714285714,0.00908632004038364,Hombre,Licenciatura,CDMX,6,Empleado,0.141666666666667,3900,350,0.248,0.26,0.786377708978328,0.875,0.0421666666666667,0.135508767905403,0.636363636363636,0.99806203912487,0.3,0.002,0.16,0.15,0.5,0.0,0.096644,0.00424,0.311764705882353,0.3725,1.0,0.0,0.111111111111111,0.0909090909090909,0.0,0.454545454545455,0.0,0.0,0.181818181818182,0.0,0.0909090909090909,0.0666666666666667,0.384615384615385,0.230769230769231,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0
231391,0.521739130434783,4,Facebook,gma,0.0857142857142857,0.00757193336698637,Hombre,Secundaria,Chihuahua,2,Empleado,0.251704545454545,2215,0,0.276,0.268,0.569659442724458,0.75,0.0474,0.24968685516318,0.769230769230769,0.971810247327202,0.492,0.076,0.24,0.15,0.5,0.0,0.013112,0.0352266666666667,0.489259259259259,0.52,0.46969696969697,1.0,0.111111111111111,0.0769230769230769,0.153846153846154,0.0,0.0,0.0,0.692307692307692,0.0,0.0769230769230769,0.133333333333333,0.333333333333333,0.166666666666667,0.0,0.166666666666667,0.0,0.166666666666667,0.0,0.0
1253811,0.826087,5,Campana GL,hot,0.1517857,0.003028773,Mujer,Licenciatura,Guanajuato,4,Empleado,1.0,15132,2656,0.204,0.26,0.7399381,0.625,0.1750194,1.0,0.6363636,0.9253011,0.77,0.552,0.58,0.5,0.6363636,0.0,1.0,0.1492867,0.658424,0.2725,0.3693694,0.0,0.1111111,0.0,0.03030303,0.09090909,0.0,0.4545455,0.2727273,0.03030303,0.1212121,0.06666667,0.1875,0.125,0.1875,0.0,0.0625,0.0625,0.0625,0.0625
951012,0.6956522,5,SOLCREDITO,yah,0.1785893,0.006562342,Hombre,Bachillerato,Estado de México,6,Empleado,0.2837654,2042,1931,0.276,0.312,0.752322,0.625,0.2676,0.2705289,0.1875,0.6049128,0.892,0.748,0.28,0.4,0.8,0.0,0.33728,0.3671467,1.0,0.18,0.9630996,0.0,0.1111111,0.0,0.5625,0.0625,0.0,0.125,0.125,0.0,0.125,0.3333333,0.1538462,0.1923077,0.1923077,0.1538462,0.1153846,0.03846154,0.0,0.0
133404,0.0434782608695652,2,Otro_medio,gma,1.0,0.0060575466935891,Hombre,Licenciatura,Guanajuato,2,Comerciante,0.01815,0,1089,0.0,0.044,0.619195046439629,0.625,0.12,0.24968685516318,0.0,0.0,0.022,0.022,0.02,0.05,1.0,0.0,0.0,0.164946666666667,1.0,0.0,1.0,0.0,0.111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0666666666666667,0.0,0.0666666666666667,0.0,0.0,0.0
373513,0.391304347826087,5,El Mejor Trato,gma,0.0348214285714286,0.00454316002019182,Hombre,Bachillerato,CDMX,4,Empleado,0.0168067226890756,0,100,0.108,0.072,0.594427244582043,0.625,0.0,0.24968685516318,0.714285714285714,0.0,0.074,0.064,0.14,0.1,0.285714285714286,0.0,0.0,0.05396,0.909438202247191,0.0125,0.473684210526316,0.6,0.111111111111111,0.0,0.142857142857143,0.571428571428571,0.0,0.0,0.285714285714286,0.0,0.0,0.133333333333333,0.285714285714286,0.142857142857143,0.142857142857143,0.214285714285714,0.0,0.0,0.0,0.0
717180,0.7391304,3,Campana GL,yah,0.1607143,0.008076729,Mujer,Licenciatura,CDMX,11,Empleado,0.2216923,2632,250,0.344,0.272,0.7801858,0.75,0.71997,0.05162451,0.5454545,0.9733357,0.608,0.13,0.2,0.2,1.0,0.0,0.107904,0.004926667,0.1191551,0.5975,0.6955128,0.1,0.1111111,0.0,0.3636364,0.1818182,0.09090909,0.0,0.0,0.0,0.0,0.2,0.4166667,0.25,0.0,0.1666667,0.0,0.0,0.0,0.0
1505109,0.6086957,5,Campana GL,gma,0.4642857,0.005047956,Mujer,Licenciatura,Estado de México,5,Empleado,0.2721667,6678,1487,0.084,0.388,0.6532508,0.5,0.078925,0.2605809,0.2857143,0.8028502,0.166,0.108,0.1,0.2,0.8,0.0,0.715924,0.12994,0.4480587,0.0725,0.869281,0.3,0.1111111,0.0,0.4285714,0.0,0.0,0.0,0.2857143,0.0,0.2857143,0.2666667,0.0,0.5555556,0.0,0.05555556,0.1111111,0.0,0.1111111,0.0
473137,0.695652173913043,5,Otro_medio,hot,0.1,0.00908632004038364,Mujer,Licenciatura,Estado de México,4,Empleado,0.110104166666667,0,1057,0.364,0.128,0.708978328173375,0.875,0.27525,0.24968685516318,0.333333333333333,0.0,0.086,0.016,0.04,0.05,1.0,0.0,0.0,0.231733333333333,0.631414506548473,0.0875,0.935897435897436,0.0,0.111111111111111,0.0,0.333333333333333,0.333333333333333,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.333333333333333,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
1169941,0.4347826,3,Campana GL,yah,0.1785714,0.01413428,Mujer,Maestria,Guanajuato,2,Empleado,0.5869286,8217,0,0.516,0.964,0.7925697,1.0,1.0,0.2496869,0.4545455,0.4390673,1.0,1.0,0.2,0.2,1.0,0.0,0.0,0.7988467,0.6316658,0.955,0.9835796,0.0,0.1111111,0.09090909,0.2727273,0.09090909,0.09090909,0.2727273,0.0,0.0,0.0,0.2,0.3571429,0.1428571,0.1428571,0.0,0.1428571,0.07142857,0.0,0.0
514564,0.608695652173913,4,Campana GL,gma,0.232142857142857,0.00807672892478546,Hombre,Bachillerato,CDMX,4,Empleado,0.399882352941176,6798,0,0.024,0.588,0.718266253869969,0.625,0.3440625,1.0,0.333333333333333,0.904243123110238,0.056,0.036,0.06,0.15,1.0,0.0,0.539504,0.09522,0.504753154044598,0.025,0.957805907172996,0.0,0.111111111111111,0.0,0.166666666666667,0.333333333333333,0.0,0.0,0.0,0.0,0.5,0.133333333333333,0.25,0.181818181818182,0.0909090909090909,0.0681818181818182,0.204545454545455,0.0454545454545455,0.0,0.0
665368,0.9130435,7,El Mejor Trato,hot,0.01785714,0.002019182,Hombre,Licenciatura,CDMX,6,Empleado,0.1134,0,567,0.0,0.08,0.6501548,1.0,0.015,0.2496869,0.0,0.0,0.046,0.046,0.04,0.05,0.5,0.0,0.0,0.06195333,0.3319047,0.0,1.0,0.0,0.1111111,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.3333333,0.0,0.3333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0
222018,0.565217391304348,6,Facebook,gma,0.285714285714286,0.0116102978293791,Hombre,Licenciatura,Baja California,6,Empleado,0.38745,1342,6407,0.036,0.02,0.609907120743034,0.375,0.0840425,1.0,0.857142857142857,0.385315879339784,0.09,0.01,0.14,0.2,0.666666666666667,0.0,0.040416,0.3384,0.919565217391304,0.1,0.774011299435028,0.0,0.111111111111111,0.285714285714286,0.142857142857143,0.428571428571429,0.0,0.0,0.142857142857143,0.0,0.0,0.133333333333333,0.166666666666667,0.416666666666667,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333
479593,0.565217391304348,3,Otro_medio,gma,0.196428571428571,0.00454316002019182,Hombre,Licenciatura,Puebla,11,Empleado,0.00966666666666667,0,145,0.356,0.368,0.724458204334365,0.75,0.058,0.24968685516318,0.3,0.0,0.608,0.594,0.2,0.35,0.875,0.0,0.0,0.09776,0.300202673654472,0.0175,0.967320261437909,0.1,0.111111111111111,0.0,0.3,0.1,0.0,0.5,0.1,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.125,0.0
95634,0.695652173913043,2,Facebook,yah,0.223214285714286,0.00403836446239273,Mujer,Licenciatura,Estado de México,2,Comerciante,0.0,0,0,0.228,0.228,0.671826625386997,0.875,0.040025,0.24968685516318,0.8,0.5,0.172,0.114,0.1,0.05,0.25,0.0,0.0,0.0,0.0,0.0725,0.788359788359788,0.0,0.111111111111111,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.133333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.0,0.0,0.0,0.0,0.166666666666667
1344260,0.3913043,4,Campana GL,gma,0.1607143,0.002523978,Hombre,Licenciatura,Nuevo Leon,8,Empleado,0.06076923,0,790,0.0,0.164,0.6315789,0.625,0.0,0.2496869,0.0,0.0,0.116,0.116,0.04,0.1,1.0,0.0,0.0,0.04597333,1.0,0.0,0.8290598,0.1,0.1111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333,0.3529412,0.4705882,0.05882353,0.0,0.05882353,0.0,0.0,0.0
639576,0.4347826,2,El Mejor Trato,yah,0.2660714,0.01261989,Hombre,Licenciatura,CDMX,4,Empleado,0.2916402,5512,0,0.296,0.624,0.7801858,0.625,0.186951,0.2992791,0.7647059,0.9851605,0.396,0.0,0.26,0.2,0.5,0.0,0.334328,0.008393333,0.031475,0.495,0.9869792,0.0,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176471,0.0,0.0,0.0,0.1111111,0.0,0.2222222,0.0,0.2222222,0.0
250232,0.434782608695652,1,El Mejor Trato,hot,0.196428571428571,0.0106007067137809,Hombre,Licenciatura,CDMX,1,Empleado,0.244533333333333,0,3668,0.0,0.56,0.786377708978328,0.875,0.143325,0.24968685516318,0.0,0.0,1.0,1.0,0.24,0.3,0.75,0.0,0.0,0.957646666666667,0.67250468164794,0.0,1.0,0.0,0.111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.75,0.0,0.0,0.0,0.0,0.0,0.0
1539275,0.9565217,1,Facebook,hot,0.1964286,0.01261989,Mujer,Licenciatura,Baja California Sur,3,Empleado,0.5634,7789,662,0.188,0.64,0.7987616,1.0,0.5,0.3630404,0.2727273,0.9956134,0.75,0.47,0.16,0.2,1.0,0.0,0.395832,0.002906667,0.01725434,0.35,0.8918919,0.2,0.1111111,0.09090909,0.3636364,0.0,0.09090909,0.0,0.0,0.0,0.2727273,0.2666667,0.375,0.125,0.125,0.0,0.125,0.0,0.0,0.0
1625591,0.4347826,2,Campana GL,hot,0.08928571,0.007067138,Mujer,Licenciatura,Guerrero,6,Empleado,0.9462222,7410,1106,0.44,0.448,0.752322,0.625,0.078125,0.2496869,0.3636364,0.8305686,0.766,0.56,0.2,0.2,0.8,0.0,0.395148,0.1343467,0.4611336,0.2575,0.9415205,0.0,0.1111111,0.0,0.3636364,0.09090909,0.0,0.4545455,0.0,0.0,0.09090909,0.5333333,0.4375,0.4375,0.0,0.0625,0.0,0.0,0.0,0.0
1054924,0.08695652,4,SOLCREDITO,gma,0.1607143,0.01060071,Hombre,Secundaria,Baja California,6,Comerciante,0.0,0,0,0.416,0.416,0.6470588,0.875,0.0,0.2496869,0.8,0.0,0.45,0.416,0.2,0.1,1.0,0.0,0.0,0.05113333,0.2385024,0.0425,0.9724518,0.1,0.1111111,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.06666667,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
1142221,0.3478261,3,El Mejor Trato,hot,0.1607143,0.005047956,Mujer,Licenciatura,CDMX,6,Empleado,0.4466923,0,5807,0.0,0.184,0.7244582,0.5,0.1201667,0.2496869,0.0,0.0,0.364,0.364,0.22,0.25,0.5555556,0.0,0.0,0.5298333,0.7045656,0.0,0.9753086,0.0,0.1111111,0.0,0.9166667,0.0,0.0,0.0,0.0,0.0,0.08333333,0.4,0.2631579,0.5526316,0.05263158,0.0,0.05263158,0.0,0.0,0.0
870696,0.9130435,3,Otro_medio,gma,0.3854464,0.02170621,Mujer,Licenciatura,Veracruz Llave,3,Empleado,0.2724643,6971,0,0.552,0.824,0.7894737,0.625,0.16305,0.203111,0.8,1.0,1.0,0.394,0.36,0.25,0.625,0.0,0.303892,0.0,0.0,0.765,0.8970399,0.0,0.1111111,0.05,0.0,0.45,0.0,0.05,0.25,0.05,0.0,0.1333333,0.2,0.0,0.2,0.1,0.1,0.2,0.0,0.0
548691,0.608695652173913,4,Otro_medio,gma,0.464285714285714,0.00555275113579,Hombre,Licenciatura,CDMX,3,Empleado,0.0643333333333333,624,1306,0.112,0.144,0.634674922600619,0.625,0.11082125,0.173350972370045,0.545454545454545,0.143165467625899,0.356,0.186,0.22,0.35,0.636363636363636,0.0,0.021492,0.21438,0.766921058907703,0.2125,0.438943894389439,0.0,0.111111111111111,0.0,0.181818181818182,0.0,0.0,0.727272727272727,0.0909090909090909,0.0,0.0,0.6,0.264705882352941,0.5,0.0588235294117647,0.0294117647058824,0.0882352941176471,0.0,0.0,0.0
564030,0.0,4,El Mejor Trato,correo_otro,0.130357142857143,0.00656234225138819,Mujer,Licenciatura,Baja California,8,Empleado,0.144424778761062,1632,0,0.176,0.188,0.795665634674923,1.0,0.2099975,0.0649519288143446,0.4,1.0,0.18,0.07,0.08,0.1,1.0,0.0,0.0129,0.0,0.0,0.1375,0.958333333333333,0.1,0.111111111111111,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.285714285714286,0.142857142857143,0.142857142857143,0.0,0.142857142857143,0.0,0.0,0.0
1872197,0.7826087,7,Facebook,hot,0.1785714,0.007571933,Hombre,Licenciatura,Nuevo Leon,6,Empleado,0.6952857,7344,2390,0.092,0.264,0.5882353,0.625,0.0,0.2496869,0.4285714,0.9818873,0.802,0.318,0.12,0.25,1.0,0.721,0.534028,0.05387333,0.4897279,0.605,0.8903509,0.0,0.2222222,0.2857143,0.2857143,0.1428571,0.0,0.0,0.0,0.0,0.1428571,0.3333333,0.1818182,0.4545455,0.0,0.2727273,0.0,0.0,0.0,0.0
525179,0.652173913043478,5,Campana GL,hot,0.0214285714285714,0.00252397778899546,Mujer,Licenciatura,Estado de México,7,Empleado,0.0411538461538462,0,214,0.0,0.104,0.792569659442725,1.0,0.025,0.24968685516318,0.0,0.5,0.058,0.058,0.04,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.111111111111111,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.266666666666667,0.263157894736842,0.473684210526316,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0526315789473684
115356,0.826086956521739,5,Otro_medio,correo_otro,0.160714285714286,0.00959111559818274,Hombre,Licenciatura,Oaxaca,6,Empleado,0.235230769230769,598,2460,0.068,0.216,0.73374613003096,0.5,0.0104,0.24968685516318,0.1,0.27826335566084,0.21,0.176,0.12,0.2,0.8,0.0,0.054504,0.235613333333333,0.819239684747334,0.0425,0.904761904761905,0.0,0.111111111111111,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.5,0.0,0.125,0.0,0.0,0.0,0.0
1081242,0.6086957,2,SOLCREDITO,hot,0.125,0.004038364,Hombre,Licenciatura,Estado de México,3,Comerciante,0.02790909,0,307,0.064,0.208,0.6346749,0.75,0.0451125,0.2496869,0.4,0.0,0.35,0.334,0.26,0.25,0.4166667,0.0,0.0,0.2918333,0.616558,0.02,0.9621212,0.0,0.1111111,0.0,0.2666667,0.0,0.0,0.2,0.4,0.0,0.1333333,0.4666667,0.2391304,0.173913,0.1956522,0.08695652,0.06521739,0.0,0.0,0.02173913
692470,0.4782609,5,YoTePresto,correo_otro,0.2589286,0.005047956,Hombre,Licenciatura,San Luis Potosi,6,Empleado,0.5480541,9770,369,0.228,0.392,0.7832817,1.0,0.16328,0.3874075,0.2857143,0.9530757,0.886,0.766,0.24,0.45,0.9,0.0,0.404756,0.03321333,0.05661685,0.15,0.9871795,0.1,0.1111111,0.0,0.2142857,0.07142857,0.0,0.4285714,0.0,0.0,0.1428571,0.2,0.2692308,0.07692308,0.1153846,0.07692308,0.07692308,0.03846154,0.03846154,0.0
582538,0.608695652173913,3,Facebook,out,0.0714285714285714,0.00302877334679455,Hombre,Bachillerato,Quintana Roo,3,Empleado,0.43475,3054,424,0.104,0.072,0.746130030959752,0.5,0.07525,0.256041769190672,0.625,0.955416982341628,0.12,0.064,0.14,0.1,0.571428571428571,0.0,0.065576,0.0051,0.19125,0.07,0.857142857142857,0.0,0.111111111111111,0.0,0.0,0.0,0.0,0.125,0.75,0.0,0.0,0.333333333333333,0.259259259259259,0.111111111111111,0.148148148148148,0.111111111111111,0.0,0.0,0.0740740740740741,0.0
1354198,1.0,1,SOLCREDITO,hot,0.0,0.01009591,Hombre,Licenciatura,CDMX,6,Empleado,0.7225,2300,590,0.432,0.616,0.6594427,0.875,0.081,1.0,0.2222222,0.8194912,0.504,0.474,0.14,0.15,0.75,0.0,0.073964,0.02715333,0.1110929,0.0375,0.9598394,0.1,0.1111111,0.0,0.2222222,0.1111111,0.0,0.3333333,0.1111111,0.0,0.1111111,0.3333333,0.3181818,0.3636364,0.09090909,0.04545455,0.0,0.04545455,0.0,0.0
1679161,0.5652174,6,Campana GL,hot,0.2857143,0.002019182,Mujer,Bachillerato,Baja California,4,Empleado,0.0015,0,30,0.0,0.068,0.619195,0.75,0.006,0.2496869,0.0,0.0,0.05,0.05,0.04,0.1,1.0,0.0,0.0,0.009313333,0.2253226,0.0,0.4871795,0.1,0.1111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.1935484,0.4516129,0.06451613,0.03225806,0.06451613,0.0,0.06451613,0.0
1395981,0.4782609,4,El Mejor Trato,gma,0.05357143,0.007571933,Mujer,Bachillerato,Zacatecas,6,Empleado,1.0,7479,1678,0.244,0.232,0.7306502,0.875,0.1765,0.2496869,0.3333333,0.9215548,0.288,0.12,0.12,0.25,1.0,0.0,0.660252,0.2515467,0.4881242,0.21,0.8951782,0.0,0.1111111,0.1111111,0.1111111,0.1111111,0.0,0.2222222,0.1111111,0.0,0.2222222,0.2,0.2727273,0.1818182,0.1818182,0.0,0.1818182,0.0,0.09090909,0.0
496774,0.869565217391304,5,Campana GL,gma,0.133928571428571,0.00757193336698637,Hombre,Licenciatura,CDMX,8,Comerciante,0.0784347826086957,0,902,0.224,0.524,0.702786377708978,0.875,0.4031075,0.24968685516318,0.266666666666667,0.0,0.858,0.666,0.24,0.25,0.833333333333333,0.0,0.0,0.546173333333333,0.624659748537967,0.24,0.911949685534591,0.0,0.111111111111111,0.0,0.4,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0666666666666667,0.0,0.2,0.0,0.428571428571429,0.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0
1959240,0.7391304,5,El Mejor Trato,gma,0.1696429,0.006057547,Mujer,Bachillerato,Estado de México,4,Empleado,0.1231111,987,675,0.292,0.248,0.7678019,0.375,0.033805,1.0,0.1666667,0.3600144,0.408,0.368,0.22,0.3,0.875,0.0,0.043952,0.13022,0.672902,0.05,0.8290598,0.0,0.1111111,0.0,0.5,0.08333333,0.0,0.08333333,0.1666667,0.0,0.08333333,0.4,0.5,0.03846154,0.03846154,0.2692308,0.0,0.0,0.0,0.03846154
1209211,0.7826087,6,Campana GL,correo_otro,0.1071429,0.0116103,Mujer,Doctorado,Morelos,9,Empleado,0.4648,0,4648,0.34,0.456,0.6315789,0.625,0.0955,0.2496869,0.25,0.0,0.836,0.574,0.18,0.25,1.0,0.0,0.0,0.4035,0.4188581,0.3275,0.7811448,0.4,0.1111111,0.0,0.4166667,0.25,0.0,0.08333333,0.0,0.0,0.25,0.06666667,0.2857143,0.4285714,0.0,0.0,0.1428571,0.0,0.0,0.0
631529,0.5652174,2,El Mejor Trato,hot,0.01785714,0.02473498,Hombre,Bachillerato,CDMX,2,Comerciante,0.0,0,0,0.0,0.408,0.6842105,0.875,0.13,0.2496869,0.0,0.0,0.116,0.116,0.04,0.05,1.0,0.0,0.0,0.03739333,0.2157308,0.0,0.0,0.0,0.1111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666667,0.5,0.1666667,0.0,0.1666667,0.0,0.0,0.0,0.0
76402,0.478260869565217,4,Otro_medio,gma,0.0714285714285714,0.0131246845027764,Hombre,Secundaria,Estado de México,1,Empleado,0.4725,3780,0,0.16,0.376,0.656346749226006,0.875,0.1219325,0.5747637407534,0.444444444444444,0.969756047507888,0.122,0.04,0.16,0.15,0.5,0.0,0.151216,0.00786,0.207570422535211,0.1025,0.92831541218638,0.0,0.111111111111111,0.0,0.333333333333333,0.0,0.0,0.111111111111111,0.111111111111111,0.0,0.0,0.2,0.117647058823529,0.235294117647059,0.117647058823529,0.0588235294117647,0.0588235294117647,0.0,0.176470588235294,0.0
1224118,0.6521739,6,Campana GL,hot,0.01785714,0.007067138,Mujer,Bachillerato,Jalisco,4,Empleado,0.4826,551,1862,0.372,0.372,0.6346749,1.0,0.1183,0.421187,0.4666667,0.993365,0.764,0.646,0.28,0.3,0.75,0.087,0.225172,0.002506667,0.006834997,0.1475,1.0,0.0,0.2222222,0.0,0.2666667,0.0,0.0,0.3333333,0.0,0.0,0.06666667,0.1333333,0.2222222,0.3333333,0.1111111,0.0,0.0,0.0,0.1111111,0.0
357886,0.956521739130435,4,Campana GL,gma,0.303571428571429,0.00807672892478546,Mujer,Licenciatura,CDMX,5,Empleado,0.0119047619047619,0,250,0.052,0.028,0.591331269349845,0.625,0.0496666666666667,0.24968685516318,0.785714285714286,0.0,0.028,0.02,0.28,0.15,0.428571428571429,0.0,0.0,0.116673333333333,0.587281879194631,0.01,0.963369963369964,0.0,0.111111111111111,0.0,0.214285714285714,0.0,0.0,0.0,0.785714285714286,0.0,0.0,0.133333333333333,0.142857142857143,0.333333333333333,0.238095238095238,0.0,0.142857142857143,0.0,0.0,0.0
1857855,0.7826087,1,Otro_medio,out,0.0875,0.005552751,Hombre,Bachillerato,Estado de México,6,Empleado,0.03460674,0,308,0.0,0.064,0.6501548,0.75,0.008,0.2496869,0.0,0.0,0.052,0.052,0.04,0.1,1.0,0.0,0.0,0.02505333,0.8169565,0.0,0.5238095,0.0,0.1111111,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.2916667,0.2916667,0.04166667,0.04166667,0.0,0.0,0.04166667,0.04166667
1829832,0.3913043,3,Campana GL,correo_otro,0.1428571,0.006562342,Hombre,Licenciatura,Estado de México,6,Empleado,0.7124167,7216,1333,0.028,0.032,0.5665635,0.625,0.02833333,1.0,0.8333333,0.4033087,0.028,0.018,0.24,0.15,0.5833333,0.0,0.028864,0.07117333,0.9203448,0.0125,1.0,0.0,0.1111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2051282,0.2820513,0.1282051,0.05128205,0.1794872,0.0,0.02564103,0.0
318518,0.608695652173913,3,Facebook,gma,0.0714285714285714,0.00757193336698637,Hombre,Bachillerato,CDMX,1,Empleado,0.3505,2804,0,0.032,0.0,0.761609907120743,0.875,0.0125425,1.0,1.0,1.0,0.064,0.0,0.1,0.15,1.0,0.0,0.010504,0.0,0.0,0.08,0.931972789115646,0.0,0.111111111111111,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0666666666666667,0.272727272727273,0.181818181818182,0.181818181818182,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909
1371387,0.4347826,2,SOLCREDITO,hot,0.05357143,0.008076729,Mujer,Licenciatura,San Luis Potosi,1,Empleado,0.6337143,4436,0,0.32,0.316,0.7182663,0.75,0.0,0.2496869,0.8571429,0.7444574,0.24,0.07,0.26,0.15,0.6,0.0,0.191936,0.1098067,0.9233141,0.2125,0.9275362,0.0,0.1111111,0.0,0.07142857,0.2857143,0.0,0.0,0.5714286,0.0,0.0,0.2,0.5,0.3,0.0,0.1,0.0,0.0,0.0,0.0
1833853,0.6521739,4,Campana GL,hot,1.0,0.01312468,Mujer,Bachillerato,Estado de México,9,Empleado,0.1925333,10655,897,0.012,0.84,0.6718266,0.75,0.95831,1.0,0.09090909,0.8155069,1.0,1.0,0.12,0.3,1.0,0.0,1.0,0.5329267,0.3878915,0.0075,0.9847095,0.0,0.1111111,0.0,0.1818182,0.09090909,0.0,0.2727273,0.0,0.0,0.2727273,0.4,0.0,0.5384615,0.0,0.07692308,0.07692308,0.0,0.07692308,0.0
1029650,0.04347826,5,SOLCREDITO,hot,0.375,0.01615346,Hombre,Bachillerato,CDMX,3,Empleado,0.34756,7911,778,0.02,0.128,0.6965944,0.625,0.264,1.0,0.4,0.9284829,0.61,0.094,0.08,0.15,0.75,0.0,0.196652,0.06577333,0.8850812,0.645,0.875,0.0,0.1111111,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.06666667,0.4166667,0.3333333,0.0,0.08333333,0.0,0.0,0.0,0.0
1279523,0.7826087,3,Campana GL,gma,0.5535714,0.006562342,Mujer,Licenciatura,CDMX,4,Empleado,0.1516,5306,0,0.332,0.176,0.7275542,0.875,0.35,1.0,0.5,0.708424,0.224,0.136,0.08,0.1,1.0,0.0,0.204352,0.14018,0.9024464,0.11,0.954955,0.0,0.1111111,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.06666667,0.1428571,0.1428571,0.2857143,0.0,0.2857143,0.0,0.0,0.0
560923,0.695652173913043,1,Campana GL,gma,0.0714285714285714,0.0060575466935891,Hombre,Secundaria,CDMX,7,Empleado,0.0,0,0,0.0,0.288,0.653250773993808,0.75,0.0125,0.24968685516318,0.0,0.0,0.042,0.042,0.04,0.1,1.0,0.0,0.0,0.059,0.834905660377358,0.0,0.937106918238994,0.0,0.111111111111111,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666667,0.214285714285714,0.571428571428571,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0
635960,0.6521739,5,El Mejor Trato,out,0.375,0.01463907,Hombre,Maestria,CDMX,6,Empleado,0.10888,1524,1198,0.552,0.428,0.7244582,0.875,0.2,0.2496869,0.2857143,0.05915039,0.18,0.018,0.04,0.05,1.0,0.0,0.007196,0.1907667,0.4690984,0.2025,0.9107143,0.0,0.1111111,0.0,0.1428571,0.1428571,0.0,0.0,0.0,0.0,0.5714286,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0
101026,0.434782608695652,2,Otro_medio,hot,0.0,0.00302877334679455,Hombre,Licenciatura,Estado de México,2,Comerciante,0.8415,3366,0,0.036,0.0,0.61609907120743,0.625,0.0175,1.0,1.0,1.0,0.018,0.0,0.06,0.1,0.666666666666667,0.0,0.02016,0.0,0.0,0.0225,0.743589743589744,0.0,0.111111111111111,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.666666666666667,0.0,0.266666666666667,0.1875,0.125,0.25,0.0625,0.0,0.0625,0.0,0.0625
